scheme_name,state,category,department,eligibility,benefits,documents_required,application_process,official_website,min_income,max_income,min_age,max_age,gender,target_category
Seva Benefit Scheme 1877,Gujarat,Disabled,Minority Affairs,Resident of Gujarat; category Disabled; annual income between 150000 and 350000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1877,150000,350000,18,45,Male,Disabled
Seva Benefit Scheme 1878,Gujarat,OBC,Agriculture,Resident of Gujarat; category OBC; annual income between 50000 and 150000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1878,50000,150000,35,40,Female,OBC
Seva Benefit Scheme 1879,Uttar Pradesh,Women,Minority Affairs,Resident of Uttar Pradesh; category Women; annual income between 50000 and 550000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1879,50000,550000,35,60,All,Women
Seva Benefit Scheme 1880,Rajasthan,Senior Citizen,Education,Resident of Rajasthan; category Senior Citizen; annual income between 150000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1880,150000,250000,18,35,Female,Senior Citizen
Seva Benefit Scheme 1881,Bihar,Women,Agriculture,Resident of Bihar; category Women; annual income between 150000 and 650000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1881,150000,650000,21,45,All,Women
Seva Benefit Scheme 1882,Gujarat,Disabled,Education,Resident of Gujarat; category Disabled; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1882,50000,350000,18,60,All,Disabled
Seva Benefit Scheme 1883,Andhra Pradesh,OBC,Social Welfare,Resident of Andhra Pradesh; category OBC; annual income between 0 and 300000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1883,0,300000,21,60,Female,OBC
Seva Benefit Scheme 1884,Delhi,Minority,Education,Resident of Delhi; category Minority; annual income between 0 and 100000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1884,0,100000,21,60,Male,Minority
Seva Benefit Scheme 1885,Uttar Pradesh,Disabled,Social Welfare,Resident of Uttar Pradesh; category Disabled; annual income between 100000 and 600000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1885,100000,600000,40,0,Female,Disabled
Seva Benefit Scheme 1886,Maharashtra,Senior Citizen,Education,Resident of Maharashtra; category Senior Citizen; annual income between 50000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1886,50000,350000,18,35,Female,Senior Citizen
Seva Benefit Scheme 1887,Rajasthan,Minority,Rural Development,Resident of Rajasthan; category Minority; annual income between 100000 and 600000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1887,100000,600000,21,35,All,Minority
Seva Benefit Scheme 1888,Bihar,Women,Skill Development,Resident of Bihar; category Women; annual income between 0 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1888,0,200000,40,80,Female,Women
Seva Benefit Scheme 1889,Odisha,Senior Citizen,Skill Development,Resident of Odisha; category Senior Citizen; annual income between 0 and 200000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1889,0,200000,21,0,Female,Senior Citizen
Seva Benefit Scheme 1890,Delhi,General,Rural Development,Resident of Delhi; category General; annual income between 150000 and 650000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1890,150000,650000,18,80,Female,General
Seva Benefit Scheme 1891,Maharashtra,Disabled,Agriculture,Resident of Maharashtra; category Disabled; annual income between 0 and 200000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1891,0,200000,21,60,Female,Disabled
Seva Benefit Scheme 1892,Gujarat,Student,Social Welfare,Resident of Gujarat; category Student; annual income between 100000 and 300000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1892,100000,300000,0,45,All,Student
Seva Benefit Scheme 1893,Maharashtra,SC,Minority Affairs,Resident of Maharashtra; category SC; annual income between 100000 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1893,100000,200000,18,45,Male,SC
Seva Benefit Scheme 1894,Karnataka,Student,Minority Affairs,Resident of Karnataka; category Student; annual income between 100000 and 400000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1894,100000,400000,18,45,All,Student
Seva Benefit Scheme 1895,West Bengal,OBC,Health,Resident of West Bengal; category OBC; annual income between 150000 and 250000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1895,150000,250000,18,45,All,OBC
Seva Benefit Scheme 1896,Andhra Pradesh,Farmer,Health,Resident of Andhra Pradesh; category Farmer; annual income between 150000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1896,150000,350000,60,0,All,Farmer
Seva Benefit Scheme 1897,West Bengal,Farmer,Women & Child,Resident of West Bengal; category Farmer; annual income between 0 and 500000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1897,0,500000,0,80,Male,Farmer
Seva Benefit Scheme 1898,Gujarat,Senior Citizen,Health,Resident of Gujarat; category Senior Citizen; annual income between 50000 and 550000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1898,50000,550000,0,35,Female,Senior Citizen
Seva Benefit Scheme 1899,Gujarat,Minority,Education,Resident of Gujarat; category Minority; annual income between 100000 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1899,100000,300000,21,35,All,Minority
Seva Benefit Scheme 1900,Tamil Nadu,Student,Rural Development,Resident of Tamil Nadu; category Student; annual income between 100000 and 400000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1900,100000,400000,45,60,Female,Student
Seva Benefit Scheme 1901,West Bengal,OBC,Rural Development,Resident of West Bengal; category OBC; annual income between 50000 and 150000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1901,50000,150000,18,45,All,OBC
Seva Benefit Scheme 1902,Tamil Nadu,SC,Education,Resident of Tamil Nadu; category SC; annual income between 0 and 300000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1902,0,300000,35,60,Female,SC
Seva Benefit Scheme 1903,Tamil Nadu,SC,Minority Affairs,Resident of Tamil Nadu; category SC; annual income between 50000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1903,50000,350000,0,60,Male,SC
Seva Benefit Scheme 1904,Odisha,Disabled,Rural Development,Resident of Odisha; category Disabled; annual income between 0 and 100000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1904,0,100000,40,45,Female,Disabled
Seva Benefit Scheme 1905,Tamil Nadu,Farmer,Health,Resident of Tamil Nadu; category Farmer; annual income between 0 and 500000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1905,0,500000,18,35,All,Farmer
Seva Benefit Scheme 1906,Rajasthan,Student,Skill Development,Resident of Rajasthan; category Student; annual income between 0 and 100000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1906,0,100000,0,80,Male,Student
Seva Benefit Scheme 1907,Gujarat,General,Minority Affairs,Resident of Gujarat; category General; annual income between 100000 and 600000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1907,100000,600000,40,80,Male,General
Seva Benefit Scheme 1908,Bihar,Women,Health,Resident of Bihar; category Women; annual income between 150000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1908,150000,350000,40,80,Male,Women
Seva Benefit Scheme 1909,Rajasthan,SC,Rural Development,Resident of Rajasthan; category SC; annual income between 50000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1909,50000,350000,45,60,All,SC
Seva Benefit Scheme 1910,Bihar,General,Women & Child,Resident of Bihar; category General; annual income between 0 and 100000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1910,0,100000,0,0,Female,General
Seva Benefit Scheme 1911,Delhi,ST,Skill Development,Resident of Delhi; category ST; annual income between 50000 and 550000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1911,50000,550000,0,60,Female,ST
Seva Benefit Scheme 1912,Uttar Pradesh,ST,Health,Resident of Uttar Pradesh; category ST; annual income between 50000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1912,50000,250000,18,80,Male,ST
Seva Benefit Scheme 1913,Gujarat,Minority,Women & Child,Resident of Gujarat; category Minority; annual income between 150000 and 450000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1913,150000,450000,18,45,All,Minority
Seva Benefit Scheme 1914,Rajasthan,ST,Social Welfare,Resident of Rajasthan; category ST; annual income between 100000 and 300000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1914,100000,300000,40,0,Female,ST
Seva Benefit Scheme 1915,Tamil Nadu,Disabled,Rural Development,Resident of Tamil Nadu; category Disabled; annual income between 0 and 300000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1915,0,300000,40,60,Female,Disabled
Seva Benefit Scheme 1916,West Bengal,OBC,Rural Development,Resident of West Bengal; category OBC; annual income between 0 and 200000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1916,0,200000,0,0,Female,OBC
Seva Benefit Scheme 1917,Andhra Pradesh,Disabled,Minority Affairs,Resident of Andhra Pradesh; category Disabled; annual income between 0 and 200000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1917,0,200000,40,45,All,Disabled
Seva Benefit Scheme 1918,West Bengal,Senior Citizen,Social Welfare,Resident of West Bengal; category Senior Citizen; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1918,50000,550000,0,35,Female,Senior Citizen
Seva Benefit Scheme 1919,Delhi,Minority,Skill Development,Resident of Delhi; category Minority; annual income between 50000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1919,50000,350000,21,60,Male,Minority
Seva Benefit Scheme 1920,Delhi,Disabled,Rural Development,Resident of Delhi; category Disabled; annual income between 50000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1920,50000,250000,21,60,Male,Disabled
Seva Benefit Scheme 1921,Uttar Pradesh,Senior Citizen,Skill Development,Resident of Uttar Pradesh; category Senior Citizen; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1921,50000,350000,18,0,Male,Senior Citizen
Seva Benefit Scheme 1922,Karnataka,Disabled,Agriculture,Resident of Karnataka; category Disabled; annual income between 100000 and 600000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1922,100000,600000,60,60,Male,Disabled
Seva Benefit Scheme 1923,Andhra Pradesh,Farmer,Women & Child,Resident of Andhra Pradesh; category Farmer; annual income between 150000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1923,150000,250000,60,60,All,Farmer
Seva Benefit Scheme 1924,Rajasthan,Disabled,Rural Development,Resident of Rajasthan; category Disabled; annual income between 150000 and 350000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1924,150000,350000,21,80,Male,Disabled
Seva Benefit Scheme 1925,Bihar,ST,Rural Development,Resident of Bihar; category ST; annual income between 50000 and 150000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1925,50000,150000,21,0,All,ST
Seva Benefit Scheme 1926,Bihar,SC,Social Welfare,Resident of Bihar; category SC; annual income between 150000 and 450000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1926,150000,450000,18,60,Male,SC
Seva Benefit Scheme 1927,Rajasthan,SC,Agriculture,Resident of Rajasthan; category SC; annual income between 100000 and 600000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1927,100000,600000,0,60,All,SC
Seva Benefit Scheme 1928,Gujarat,Women,Minority Affairs,Resident of Gujarat; category Women; annual income between 0 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1928,0,200000,18,35,Male,Women
Seva Benefit Scheme 1929,Tamil Nadu,ST,Agriculture,Resident of Tamil Nadu; category ST; annual income between 100000 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1929,100000,200000,60,60,Male,ST
Seva Benefit Scheme 1930,Andhra Pradesh,Student,Skill Development,Resident of Andhra Pradesh; category Student; annual income between 50000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1930,50000,250000,0,80,Male,Student
Seva Benefit Scheme 1931,Gujarat,OBC,Health,Resident of Gujarat; category OBC; annual income between 150000 and 650000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1931,150000,650000,35,60,All,OBC
Seva Benefit Scheme 1932,Maharashtra,ST,Social Welfare,Resident of Maharashtra; category ST; annual income between 150000 and 650000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1932,150000,650000,18,60,All,ST
Seva Benefit Scheme 1933,Gujarat,General,Rural Development,Resident of Gujarat; category General; annual income between 100000 and 600000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1933,100000,600000,18,60,Male,General
Seva Benefit Scheme 1934,Tamil Nadu,Student,Education,Resident of Tamil Nadu; category Student; annual income between 150000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1934,150000,350000,18,45,All,Student
Seva Benefit Scheme 1935,Karnataka,Minority,Rural Development,Resident of Karnataka; category Minority; annual income between 50000 and 250000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1935,50000,250000,40,45,Male,Minority
Seva Benefit Scheme 1936,Rajasthan,Student,Skill Development,Resident of Rajasthan; category Student; annual income between 150000 and 250000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1936,150000,250000,35,40,Female,Student
Seva Benefit Scheme 1937,West Bengal,Senior Citizen,Skill Development,Resident of West Bengal; category Senior Citizen; annual income between 100000 and 600000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1937,100000,600000,40,60,Female,Senior Citizen
Seva Benefit Scheme 1938,Odisha,Women,Social Welfare,Resident of Odisha; category Women; annual income between 50000 and 550000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1938,50000,550000,60,0,All,Women
Seva Benefit Scheme 1939,Karnataka,General,Health,Resident of Karnataka; category General; annual income between 50000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1939,50000,250000,0,35,All,General
Seva Benefit Scheme 1940,Uttar Pradesh,Disabled,Education,Resident of Uttar Pradesh; category Disabled; annual income between 50000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1940,50000,350000,40,60,Male,Disabled
Seva Benefit Scheme 1941,Bihar,General,Minority Affairs,Resident of Bihar; category General; annual income between 150000 and 450000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1941,150000,450000,18,45,All,General
Seva Benefit Scheme 1942,Bihar,Farmer,Women & Child,Resident of Bihar; category Farmer; annual income between 100000 and 600000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1942,100000,600000,18,0,Female,Farmer
Seva Benefit Scheme 1943,Odisha,Women,Health,Resident of Odisha; category Women; annual income between 150000 and 250000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1943,150000,250000,0,35,Male,Women
Seva Benefit Scheme 1944,Tamil Nadu,SC,Rural Development,Resident of Tamil Nadu; category SC; annual income between 100000 and 200000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1944,100000,200000,40,45,Male,SC
Seva Benefit Scheme 1945,Rajasthan,General,Agriculture,Resident of Rajasthan; category General; annual income between 50000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1945,50000,350000,60,80,Female,General
Seva Benefit Scheme 1946,Delhi,Minority,Rural Development,Resident of Delhi; category Minority; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1946,50000,350000,21,35,Female,Minority
Seva Benefit Scheme 1947,Delhi,OBC,Rural Development,Resident of Delhi; category OBC; annual income between 0 and 500000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1947,0,500000,21,80,All,OBC
Seva Benefit Scheme 1948,Maharashtra,Farmer,Health,Resident of Maharashtra; category Farmer; annual income between 100000 and 400000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1948,100000,400000,40,60,Female,Farmer
Seva Benefit Scheme 1949,Gujarat,OBC,Minority Affairs,Resident of Gujarat; category OBC; annual income between 100000 and 300000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1949,100000,300000,60,80,Female,OBC
Seva Benefit Scheme 1950,West Bengal,ST,Minority Affairs,Resident of West Bengal; category ST; annual income between 100000 and 300000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1950,100000,300000,60,80,All,ST
Seva Benefit Scheme 1951,Bihar,Student,Minority Affairs,Resident of Bihar; category Student; annual income between 150000 and 250000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1951,150000,250000,18,45,All,Student
Seva Benefit Scheme 1952,Delhi,Student,Women & Child,Resident of Delhi; category Student; annual income between 50000 and 350000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1952,50000,350000,18,80,Male,Student
Seva Benefit Scheme 1953,West Bengal,Student,Minority Affairs,Resident of West Bengal; category Student; annual income between 0 and 500000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1953,0,500000,18,0,All,Student
Seva Benefit Scheme 1954,West Bengal,Farmer,Education,Resident of West Bengal; category Farmer; annual income between 50000 and 550000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1954,50000,550000,21,45,All,Farmer
Seva Benefit Scheme 1955,Gujarat,ST,Social Welfare,Resident of Gujarat; category ST; annual income between 150000 and 650000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1955,150000,650000,60,80,All,ST
Seva Benefit Scheme 1956,Rajasthan,Senior Citizen,Women & Child,Resident of Rajasthan; category Senior Citizen; annual income between 0 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1956,0,200000,35,40,All,Senior Citizen
Seva Benefit Scheme 1957,Maharashtra,OBC,Skill Development,Resident of Maharashtra; category OBC; annual income between 100000 and 600000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1957,100000,600000,45,60,Female,OBC
Seva Benefit Scheme 1958,Gujarat,Student,Health,Resident of Gujarat; category Student; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1958,50000,350000,40,60,Male,Student
Seva Benefit Scheme 1959,West Bengal,OBC,Health,Resident of West Bengal; category OBC; annual income between 150000 and 450000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1959,150000,450000,35,60,Female,OBC
Seva Benefit Scheme 1960,Maharashtra,Student,Social Welfare,Resident of Maharashtra; category Student; annual income between 0 and 500000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1960,0,500000,21,80,All,Student
Seva Benefit Scheme 1961,West Bengal,Women,Social Welfare,Resident of West Bengal; category Women; annual income between 100000 and 600000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1961,100000,600000,40,0,Female,Women
Seva Benefit Scheme 1962,Rajasthan,Farmer,Education,Resident of Rajasthan; category Farmer; annual income between 100000 and 600000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1962,100000,600000,0,45,All,Farmer
Seva Benefit Scheme 1963,Maharashtra,Senior Citizen,Social Welfare,Resident of Maharashtra; category Senior Citizen; annual income between 0 and 300000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1963,0,300000,40,60,Male,Senior Citizen
Seva Benefit Scheme 1964,Karnataka,Women,Women & Child,Resident of Karnataka; category Women; annual income between 100000 and 200000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1964,100000,200000,0,35,Female,Women
Seva Benefit Scheme 1965,Bihar,Farmer,Social Welfare,Resident of Bihar; category Farmer; annual income between 150000 and 450000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1965,150000,450000,0,45,Male,Farmer
Seva Benefit Scheme 1966,Uttar Pradesh,General,Skill Development,Resident of Uttar Pradesh; category General; annual income between 0 and 300000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1966,0,300000,40,80,Female,General
